accession	strain	subtype	date	host_specific	host_tax_id	host_general	host_order	location	region	passage_history	length
CY114205.1	A/Hong Kong/49/1995	H3N2	1995-09-01	Homo sapiens	9606	human	Primates	Hong Kong	Asia	MDCK1 passage(s)	1731
CY118426.1	A/Malaysia/07831/1995	H3N2	1995-09-27	Homo sapiens	9606	human	Primates	Malaysia	Asia	P2 passage(s)	1731
CY118434.1	A/Malaysia/07832/1995	H3N2	1995-09-27	Homo sapiens	9606	human	Primates	Malaysia	Asia	P2 passage(s)	1731
CY112781.1	A/Hong Kong/55/1995	H3N2	1995-10-12	Homo sapiens	9606	human	Primates	Hong Kong	Asia	MDCK2 passage(s)	1731
CY114213.1	A/Lyon/2279/1995	H3N2	1995-11-20	Homo sapiens	9606	human	Primates	France: Lyon	Europe	MDCK4 passage(s)	1731
CY010620.1	A/New York/606/1995	H3N2	1995-11-28	Homo sapiens	9606	human	Primates	USA: Albany county, NY	North America	RhMK 1 passage(s)	1721
CY112797.1	A/Netherlands/271/1995	H3N2	1995-12-02	Homo sapiens	9606	human	Primates	Netherlands	Europe	xMDCK1 passage(s)	1732
CY010748.1	A/New York/648/1995	H3N2	1995-12-14	Homo sapiens	9606	human	Primates	USA: Albany county, NY	North America	RhMK 2 passage(s)	1720
CY010652.1	A/New York/611/1995	H3N2	1995-12-28	Homo sapiens	9606	human	Primates	USA: Rensselaer county, NY	North America	RhMK 2 passage(s)	1711
CY010684.1	A/New York/619/1996	H3N2	1996-01-10	Homo sapiens	9606	human	Primates	USA: Otsego county, NY	North America	RhMK 1 passage(s)	1719
CY114285.1	A/Netherlands/91/1996	H3N2	1996-01-30	Homo sapiens	9606	human	Primates	Netherlands	Europe	MDCK2 passage(s)	1731
CY112829.1	A/Singapore/1/1996	H3N2	1996-02-12	Homo sapiens	9606	human	Primates	Singapore	Asia	xtMK1 MDCK1 passage(s)	1731
CY114237.1	A/Hong Kong/20/1996	H3N2	1996-02-24	Homo sapiens	9606	human	Primates	Hong Kong	Asia	xMDCK1 passage(s)	1732
CY114245.1	A/Hong Kong/42/1996	H3N2	1996-03-04	Homo sapiens	9606	human	Primates	Hong Kong	Asia	xMDCK1 passage(s)	1732
CY117698.1	A/Malaysia/10081/1996	H3N2	1996-05-24	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1731
CY117706.1	A/Malaysia/10135/1996	H3N2	1996-05-30	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1731
CY118442.1	A/Malaysia/10111/1996	H3N2	1996-06-19	Homo sapiens	9606	human	Primates	Malaysia	Asia	P3 passage(s)	1732
CY118450.1	A/Malaysia/10360/1996	H3N2	1996-07-02	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1731
CY118458.1	A/Malaysia/10370/1996	H3N2	1996-07-03	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1731
CY114253.1	A/Hong Kong/357/1996	H3N2	1996-07-19	Homo sapiens	9606	human	Primates	Hong Kong	Asia	xMDCK1 passage(s)	1731
CY114261.1	A/Hong Kong/358/1996	H3N2	1996-07-19	Homo sapiens	9606	human	Primates	Hong Kong	Asia	xMDCK1 passage(s)	1732
CY114269.1	A/Hong Kong/434/1996	H3N2	1996-10-02	Homo sapiens	9606	human	Primates	Hong Kong	Asia	xMDCK1 passage(s)	1732
CY114277.1	A/Lyon/1781/1996	H3N2	1996-10-26	Homo sapiens	9606	human	Primates	France: Lyon	Europe	xMDCK1 passage(s)	1731
CY010004.1	A/New York/563/1996	H3N2	1996-11-12	Homo sapiens	9606	human	Primates	USA: New York County, NY	North America	RhMK 2 passage(s)	1721
CY010036.1	A/New York/592/1996	H3N2	1996-12-04	Homo sapiens	9606	human	Primates	USA: Albany County, NY	North America	RhMK 1 passage(s)	1721
CY009492.1	A/New York/570/1996	H3N2	1996-12-12	Homo sapiens	9606	human	Primates	USA: Saratoga County, NY	North America	RhMK 1 passage(s)	1721
CY010052.1	A/New York/595/1996	H3N2	1996-12-18	Homo sapiens	9606	human	Primates	USA: Clinton County, NY	North America	RhMK 1 passage(s)	1721
CY010028.1	A/New York/591/1996	H3N2	1996-12-20	Homo sapiens	9606	human	Primates	USA: Albany County, NY	North America	RhMK 2 passage(s)	1721
CY009708.1	A/New York/586/1996	H3N2	1996-12-21	Homo sapiens	9606	human	Primates	USA: Onondaga County, NY	North America	RhMK 2 passage(s)	1721
CY010068.1	A/New York/600/1996	H3N2	1996-12-23	Homo sapiens	9606	human	Primates	USA: Onondaga County, NY	North America	RhMK 2 passage(s)	1721
CY011136.1	A/New York/602/1996	H3N2	1996-12-23	Homo sapiens	9606	human	Primates	USA: Suffolk County, NY	North America	RhMK 2 passage(s)	1722
CY118506.1	A/Malaysia/11473/1996	H3N2	1996-12-24	Homo sapiens	9606	human	Primates	Malaysia	Asia	P2 passage(s)	1735
CY010596.1	A/New York/578/1996	H3N2	1996-12-27	Homo sapiens	9606	human	Primates	USA: Rensselaer County, NY	North America	RhMK 2 passage(s)	1722
CY009724.1	A/New York/588/1996	H3N2	1996-12-28	Homo sapiens	9606	human	Primates	USA: Onondaga County, NY	North America	RhMK 2 passage(s)	1721
CY112861.1	A/Nice/491/1996	H3N2	1996-12-30	Homo sapiens	9606	human	Primates	France: Nice	Europe	xtMK1 MDCK1 passage(s)	1731
CY009900.1	A/New York/584/1996	H3N2	1996-12-31	Homo sapiens	9606	human	Primates	USA: Herkimer County, NY	North America	RhMK 1 passage(s)	1722
CY009468.1	A/New York/564/1997	H3N2	1997-01-02	Homo sapiens	9606	human	Primates	USA: Allegany County, NY	North America	RhMK 1 passage(s)	1721
CY009676.1	A/New York/576/1997	H3N2	1997-01-06	Homo sapiens	9606	human	Primates	USA: Clinton County, NY	North America	RhMK 1 passage(s)	1721
CY009748.1	A/New York/597/1997	H3N2	1997-01-06	Homo sapiens	9606	human	Primates	USA: Schenectady County, NY	North America	RhMK 1 passage(s)	1721
CY036847.1	A/Siena/1/1997	H3N2	1997-01-06	Homo sapiens	9606	human	Primates	Italy: Siena	Europe	Eggs passage(s)	1718
CY009652.1	A/New York/566/1997	H3N2	1997-01-17	Homo sapiens	9606	human	Primates	USA: Onondaga County, NY	North America	RhMK 2 passage(s)	1721
CY009700.1	A/New York/585/1997	H3N2	1997-01-22	Homo sapiens	9606	human	Primates	USA: Onondaga County, NY	North America	RhMK 2 passage(s)	1721
CY116330.1	A/swine/England/90591/1997	H3N2	1997-02-10	Sus scrofa	9823	non-human mammal	Artiodactyla	United Kingdom: England	Europe		1701
EU857004.1	A/Hong Kong/CUHK4147/1997	H3N2	1997-03-10	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
EU857014.1	A/Hong Kong/CUHK4529/1997	H3N2	1997-04-02	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
KX815363.1	A/equine/Argentina/E433/1997	H3N8	1997-05-29	Equus caballus	9796	non-human mammal	Perissodactyla	Argentina	South America		1698
CY118530.1	A/Malaysia/12726/1997	H3N2	1997-06-02	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1735
EU856849.1	A/Hong Kong/CUHK12626/1997	H3N2	1997-06-03	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY112853.1	A/Johannesburg/10/1997	H3N2	1997-07-01	Homo sapiens	9606	human	Primates	South Africa: Johannesburg	Africa	xtMK1 MDCK1 passage(s)	1732
EU856891.1	A/Hong Kong/CUHK20199/1997	H3N2	1997-07-03	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1698
CY117752.1	A/Malaysia/13241/1997	H3N2	1997-07-24	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1735
CY114293.1	A/Auckland/10/1997	H3N2	1997-08-01	Homo sapiens	9606	human	Primates	New Zealand: Auckland	Oceania	xMDCK1 passage(s)	1731
EU856902.1	A/Hong Kong/CUHK20992/1997	H3N2	1997-08-13	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
EU856921.1	A/Hong Kong/CUHK22048/1997	H3N2	1997-08-19	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY006443.1	A/New York/501/1997	H3N2	1997-11-26	Homo sapiens	9606	human	Primates	USA: Albany County, NY	North America	RhMK 1 passage(s)	1721
CY006259.1	A/New York/511/1997	H3N2	1997-12-17	Homo sapiens	9606	human	Primates	USA: Saratoga County, NY	North America	RhMK 2 passage(s)	1722
CY006275.1	A/New York/515/1997	H3N2	1997-12-21	Homo sapiens	9606	human	Primates	USA: Washington County, NY	North America	RhMK 2 passage(s)	1721
CY114301.1	A/Netherlands/300/1997	H3N2	1997-12-23	Homo sapiens	9606	human	Primates	Netherlands	Europe	xMDCK1 passage(s)	1731
CY006451.1	A/New York/509/1997	H3N2	1997-12-23	Homo sapiens	9606	human	Primates	USA: Schenectady County, NY	North America	RhMK 1 passage(s)	1729
CY006267.1	A/New York/513/1997	H3N2	1997-12-24	Homo sapiens	9606	human	Primates	USA: Schoharie County, NY	North America	RhMK 2 passage(s)	1720
EU857002.1	A/Hong Kong/CUHK41222/1997	H3N2	1997-12-25	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY006467.1	A/New York/516/1997	H3N2	1997-12-26	Homo sapiens	9606	human	Primates	USA: Erie county, NY	North America	RhMK 1 passage(s)	1730
EU857006.1	A/Hong Kong/CUHK41757/1997	H3N2	1997-12-30	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY006523.1	A/New York/524/1997	H3N2	1997-12-31	Homo sapiens	9606	human	Primates	USA: Otsego County, NY	North America	RhMK 1 passage(s)	1721
CY008924.1	A/New York/504/1998	H3N2	1998-01-01	Homo sapiens	9606	human	Primates	USA: Rensselear County County, NY	North America	RhMK 2 passage(s)	1717
CY006283.1	A/New York/517/1998	H3N2	1998-01-03	Homo sapiens	9606	human	Primates	USA: Steuben county, NY	North America	RhMK 1 passage(s)	1730
EU856819.1	A/Hong Kong/CUHK10186/1998	H3N2	1998-01-04	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY006491.1	A/New York/520/1998	H3N2	1998-01-05	Homo sapiens	9606	human	Primates	USA: Tompkins County, NY	North America	RhMK 1 passage(s)	1721
EU856823.1	A/Hong Kong/CUHK10537/1998	H3N2	1998-01-12	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY008940.1	A/New York/514/1998	H3N2	1998-01-13	Homo sapiens	9606	human	Primates	USA: Schoharie County County, NY	North America	RhMK 2 passage(s)	1721
CY114485.1	A/Netherlands/5/1998	H3N2	1998-01-14	Homo sapiens	9606	human	Primates	Netherlands	Europe	MDCK2 passage(s)	1704
EU856827.1	A/Hong Kong/CUHK10660/1998	H3N2	1998-01-16	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY006499.1	A/New York/521/1998	H3N2	1998-01-19	Homo sapiens	9606	human	Primates	USA: Tompkins County, NY	North America	RhMK 1 passage(s)	1721
CY008972.1	A/New York/549/1998	H3N2	1998-01-19	Homo sapiens	9606	human	Primates	USA: Albany County County, NY	North America	RhMK 1 passage(s)	1721
CY008980.1	A/New York/550/1998	H3N2	1998-01-25	Homo sapiens	9606	human	Primates	USA: Schoharie County County, NY	North America	RhMK 1 passage(s)	1730
CY006619.1	A/New York/546/1998	H3N2	1998-01-26	Homo sapiens	9606	human	Primates	USA: Suffolk County, NY	North America	RhMK 1 passage(s)	1721
CY006571.1	A/New York/534/1998	H3N2	1998-01-29	Homo sapiens	9606	human	Primates	USA: Chautauqua County, NY	North America	RhMK 1 passage(s)	1721
CY102292.1	A/shorebird/Delaware Bay/239/1998	H3N8	1998-05-19	Aves	8782	avian		USA: Delaware Bay, New Jersey	North America	EX passage(s)	1734
CY118602.1	A/Malaysia/17230/1998	H3N2	1998-05-25	Homo sapiens	9606	human	Primates	Malaysia	Asia	P2 passage(s)	1734
CY117792.1	A/Malaysia/17276/1998	H3N2	1998-05-29	Homo sapiens	9606	human	Primates	Malaysia	Asia		1731
CY118618.1	A/Malaysia/17392/1998	H3N2	1998-06-15	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1735
CY118610.1	A/Malaysia/17332/1998	H3N2	1998-06-19	Homo sapiens	9606	human	Primates	Malaysia	Asia	P2 passage(s)	1737
CY102316.1	A/mallard/Alberta/167/1998	H3N8	1998-08-05	Anas platyrhynchos	8839	avian	Anseriformes	Canada: Alberta	North America	P1 passage(s)	1740
EU856875.1	A/Hong Kong/CUHK17697/1998	H3N2	1998-08-16	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
EU856878.1	A/Hong Kong/CUHK17872/1998	H3N2	1998-08-24	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1698
EU856882.1	A/Hong Kong/CUHK18230/1998	H3N2	1998-09-07	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1698
EU856886.1	A/Hong Kong/CUHK18886/1998	H3N2	1998-10-03	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY112901.1	A/Netherlands/427/1998	H3N2	1998-11-16	Homo sapiens	9606	human	Primates	Netherlands	Europe	MDCK3 passage(s)	1731
CY114309.1	A/Netherlands/462/1998	H3N2	1998-12-16	Homo sapiens	9606	human	Primates	Netherlands	Europe	xMDCK1 passage(s)	1731
CY117714.1	A/Malaysia/10675/1998	H3N2	1998-12-28	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1732
CY002120.1	A/New York/254/1998	H3N2	1998-12-31	Homo sapiens	9606	human	Primates	USA: Greene County, NY	North America	RhMK 1 passage(s)	1711
CY001864.1	A/New York/321/1999	H3N2	1999-01-17	Homo sapiens	9606	human	Primates	USA: Otsego County, NY	North America	RhMK 1 passage(s)	1762
CY118634.1	A/Malaysia/10759/1999	H3N2	1999-01-22	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1732
CY003624.1	A/New York/458/1999	H3N2	1999-01-22	Homo sapiens	9606	human	Primates	USA: Nassau County, NY	North America	RhMK 2 passage(s)	1762
CY117721.1	A/Malaysia/10816/1999	H3N2	1999-01-25	Homo sapiens	9606	human	Primates	Malaysia	Asia	P2 passage(s)	1731
EU856833.1	A/Hong Kong/CUHK11230/1999	H3N2	1999-02-10	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
EU856834.1	A/Hong Kong/CUHK11237/1999	H3N2	1999-02-11	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
EU856835.1	A/Hong Kong/CUHK11241/1999	H3N2	1999-02-11	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY001896.1	A/New York/333/1999	H3N2	1999-02-16	Homo sapiens	9606	human	Primates	USA: Saratoga County, NY	North America	RhMK 1 passage(s)	1762
KX815364.1	A/equine/Argentina/E652/1999	H3N8	1999-02-26	Equus caballus	9796	non-human mammal	Perissodactyla	Argentina	South America		1698
CY001664.1	A/New York/286/1999	H3N2	1999-03-19	Homo sapiens	9606	human	Primates	USA: Onondaga County, NY	North America	RhMK 1 passage(s)	1715
CY001856.1	A/New York/320/1999	H3N2	1999-03-26	Homo sapiens	9606	human	Primates	USA: Rensselaer County, NY	North America	RhMK 1 passage(s)	1762
CY002560.1	A/New York/261/1999	H3N2	1999-04-09	Homo sapiens	9606	human	Primates	USA: St.Lawrence County, NY	North America	RhMK 1 passage(s)	1760
CY001760.1	A/New York/280/1999	H3N2	1999-04-12	Homo sapiens	9606	human	Primates	USA: Rensselaer County, NY	North America	RhMK 1 passage(s)	1761
EU856851.1	A/Hong Kong/CUHK12897/1999	H3N2	1999-04-14	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY102388.1	A/shorebird/Delaware Bay/122/1999	H3N8	1999-05-24	Aves	8782	avian		USA: Delaware Bay, New Jersey	North America	P1 passage(s)	1740
CY102396.1	A/shorebird/Delaware Bay/123/1999	H3N2	1999-05-24	Aves	8782	avian		USA: Delaware Bay, New Jersey	North America	P1 passage(s)	1740
EU856868.1	A/Hong Kong/CUHK14672/1999	H3N2	1999-06-13	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
KX815365.1	A/equine/Argentina/E750/1999	H3N8	1999-09-15	Equus caballus	9796	non-human mammal	Perissodactyla	Argentina	South America		1698
CY114493.1	A/Netherlands/301/1999	H3N2	1999-10-01	Homo sapiens	9606	human	Primates	Netherlands	Europe	xMDCK4 passage(s)	1712
CY060261.1	A/mallard/Netherlands/2/1999	H3N5	1999-10-07	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands: Ammerstol	Europe		1765
CY118538.1	A/Malaysia/12766/1999	H3N2	1999-10-09	Homo sapiens	9606	human	Primates	Malaysia	Asia	P2 passage(s)	1728
EU856987.1	A/Hong Kong/CUHK33915/1999	H3N2	1999-10-30	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1695
EU856991.1	A/Hong Kong/CUHK34193/1999	H3N2	1999-11-09	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY001381.1	A/New York/145/1999	H3N2	1999-11-09	Homo sapiens	9606	human	Primates	USA: Onondaga County, NY	North America	RhMK 2 passage(s)	1711
CY118570.1	A/Malaysia/12990/1999	H3N2	1999-11-13	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1734
CY009108.1	A/Canterbury/179/1999	H3N2	1999-12-17	Homo sapiens	9606	human	Primates	New Zealand: Canterbury	Oceania	MDCK2 passage(s)	1721
CY001453.1	A/New York/184/1999	H3N2	1999-12-20	Homo sapiens	9606	human	Primates	USA: Chemung County, NY	North America	RhMK 1 passage(s)	1732
CY001005.1	A/New York/189/1999	H3N2	1999-12-20	Homo sapiens	9606	human	Primates	USA: Otsego County, NY	North America	RhMK 2 passage(s)	1722
CY117768.1	A/Malaysia/13329/1999	H3N2	1999-12-23	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1731
CY003448.1	A/New York/430/2000	H3N2	2000-01-03	Homo sapiens	9606	human	Primates	USA: Nassau County, NY	North America	RhMK 2 passage(s)	1750
CY003248.1	A/New York/433/2000	H3N2	2000-01-05	Homo sapiens	9606	human	Primates	USA: Nassau County, NY	North America	RhMK 2 passage(s)	1737
CY114317.1	A/Netherlands/3/2000	H3N2	2000-01-06	Homo sapiens	9606	human	Primates	Netherlands	Europe	xMDCK1 passage(s)	1731
CY000705.1	A/New York/175/2000	H3N2	2000-01-06	Homo sapiens	9606	human	Primates	USA: Herkimer County, NY	North America	RhMK 1 passage(s)	1760
EU856890.1	A/Hong Kong/CUHK20173/2000	H3N2	2000-01-07	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1698
CY006659.2	A/New York/435/2000	H3N2	2000-01-09	Homo sapiens	9606	human	Primates	USA: Nassau county, NY	North America	RhMK 2 passage(s)	1717
CY003264.1	A/New York/436/2000	H3N2	2000-01-10	Homo sapiens	9606	human	Primates	USA: Nassau County, NY	North America	RhMK 2 passage(s)	1747
EU856898.1	A/Hong Kong/CUHK20300/2000	H3N2	2000-01-12	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY003272.1	A/New York/437/2000	H3N2	2000-01-12	Homo sapiens	9606	human	Primates	USA: Nassau County, NY	North America	RhMK 2 passage(s)	1737
CY000997.1	A/New York/165/2000	H3N2	2000-01-18	Homo sapiens	9606	human	Primates	USA: Schenectady County, NY	North America	RhMK 1 passage(s)	1759
CY003456.1	A/New York/439/2000	H3N2	2000-01-23	Homo sapiens	9606	human	Primates	USA: Nassau County, NY	North America	RhMK 2 passage(s)	1748
CY003825.1	A/New York/440/2000	H3N2	2000-01-24	Homo sapiens	9606	human	Primates	USA: Nassau County, NY	North America	RhMK 2 passage(s)	1748
CY000465.1	A/New York/150/2000	H3N2	2000-01-28	Homo sapiens	9606	human	Primates	USA: Schoharie County, NY	North America	RhMK 1 passage(s)	1760
CY001245.1	A/New York/162/2000	H3N2	2000-02-09	Homo sapiens	9606	human	Primates	USA: Chenango County, NY	North America	RhMK 3 passage(s)	1760
CY000849.1	A/New York/178/2000	H3N2	2000-02-29	Homo sapiens	9606	human	Primates	USA: Onondaga County, NY	North America	RhMK 2 passage(s)	1760
EU856922.1	A/Hong Kong/CUHK22072/2000	H3N2	2000-03-01	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
EU856924.1	A/Hong Kong/CUHK22087/2000	H3N2	2000-03-02	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
EU856925.1	A/Hong Kong/CUHK22162/2000	H3N2	2000-03-04	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
EU856926.1	A/Hong Kong/CUHK22163/2000	H3N2	2000-03-05	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY117776.1	A/Malaysia/14590/2000	H3N2	2000-06-26	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1731
EU856952.1	A/Hong Kong/CUHK26846/2000	H3N2	2000-07-25	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1695
EU856954.1	A/Hong Kong/CUHK26969/2000	H3N2	2000-07-29	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
EU856957.1	A/Hong Kong/CUHK27183/2000	H3N2	2000-08-06	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY008476.1	A/Canterbury/17/2000	H3N2	2000-08-07	Homo sapiens	9606	human	Primates	New Zealand: Canterbury	Oceania	MDCK2 passage(s)	1721
CY006015.1	A/Duck/Nanchang/8-174/2000	H3N6	2000-08-13	Aves	8782	avian		China: Nanchang	Asia		1764
CY017459.1	A/Queensland/5/2000	H3N2	2000-08-13	Homo sapiens	9606	human	Primates	Australia: Logan, Queensland	Oceania	MDCK 3 passage(s)	1722
MF146625.1	A/mallard duck/Netherlands/08/2000	H3N8	2000-08-21	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands	Europe		1765
CY011020.1	A/Wellington/9/2000	H3N2	2000-08-22	Homo sapiens	9606	human	Primates	New Zealand: Wellington	Oceania		1720
CY017475.1	A/Queensland/9/2000	H3N2	2000-08-28	Homo sapiens	9606	human	Primates	Australia: Brisbane, Queensland	Oceania	MDCK 2 passage(s)	1724
CY017259.1	A/Queensland/1/2000	H3N2	2000-09-15	Homo sapiens	9606	human	Primates	Australia: Brisbane, Queensland	Oceania	MDCK 2 passage(s)	1718
CY013056.1	A/Waikato/9/2000	H3N2	2000-09-19	Homo sapiens	9606	human	Primates	New Zealand: Waikato	Oceania		1717
CY015644.1	A/Western Australia/2/2000	H3N2	2000-09-20	Homo sapiens	9606	human	Primates	Australia: Spearwood, WA	Oceania	MDCK passage(s)	1718
CY008804.1	A/Canterbury/85/2000	H3N2	2000-09-22	Homo sapiens	9606	human	Primates	New Zealand: Canterbury	Oceania	MDCK2 passage(s)	1721
CY006012.1	A/bantam/Nanchang/9-366/2000	H3N3	2000-09-28	Aves	8782	avian		China: Nanchang	Asia		1764
CY008820.1	A/Canterbury/89/2000	H3N2	2000-10-03	Homo sapiens	9606	human	Primates	New Zealand: Canterbury	Oceania	MDCK2 passage(s)	1717
CY017347.1	A/Western Australia/9/2000	H3N2	2000-10-08	Homo sapiens	9606	human	Primates	Australia: Kalgoorlie, WA	Oceania	MDCK passage(s)	1710
CY016499.1	A/Western Australia/12/2000	H3N2	2000-10-11	Homo sapiens	9606	human	Primates	Australia: Perth, WA	Oceania	MDCK passage(s)	1711
CY009092.1	A/Canterbury/92/2000	H3N2	2000-10-12	Homo sapiens	9606	human	Primates	New Zealand: Canterbury	Oceania	MDCK2 passage(s)	1721
MF146917.1	A/common teal/Netherlands/07/2000	H3N8	2000-11-23	Anas crecca	75839	avian	Anseriformes	Netherlands	Europe		1765
KF695208.1	A/common teal/Netherlands/7/2000	H3N8	2000-11-23	Anas crecca	75839	avian	Anseriformes	Netherlands: Krimpen a/d Lek	Europe		1765
CY118650.1	A/Malaysia/18128/2001	H3N2	2001-02-15	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1732
CY112925.1	A/Netherlands/118/2001	H3N2	2001-03-14	Homo sapiens	9606	human	Primates	Netherlands	Europe	MDCK1 passage(s)	1735
EU856863.1	A/Hong Kong/CUHK13510/2001	H3N2	2001-03-16	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
